0.0071487427,1.4249637,0.36153573,0.2992175,-0.008187052,-0.08104837,0.0,0.0
0.010723305,1.4310975,0.36154848,0.27258787,-0.012236855,-0.08100349,0.0,0.0
0.014297962,1.4366314,0.36156046,0.24591585,-0.016286124,-0.08099292,0.0,0.0
0.017800044,1.441562,0.3524618,0.21910924,-0.018508933,-0.044460423,0.0,0.0
0.021235753,1.4458995,0.34412345,0.19276825,-0.019057104,-0.01096426,0.0,0.0
0.024591733,1.4496373,0.33412975,0.1661451,-0.017601475,0.029115465,0.0,0.0
0.027947808,1.4527752,0.33412474,0.1394767,-0.016146593,0.029100856,0.0,0.0
0.031303693,1.455313,0.33412018,0.11280824,-0.014691468,0.029105032,0.0,0.0
0.034659673,1.4572508,0.33411604,0.08613975,-0.013236576,0.029100727,0.0,0.0
0.038015462,1.4585887,0.33411166,0.059471246,-0.0117819,0.029096205,0.0,0.0
0.041371346,1.4593264,0.33410734,0.03280269,-0.010327457,0.029091757,0.0,0.0
0.04472704,1.4594643,0.33410305,0.0061340695,-0.008873218,0.029087324,0.0,0.0
0.04808283,1.4590021,0.33409876,-0.02053457,-0.007419212,0.029082935,0.0,0.0
0.05143843,1.45794,0.3340945,-0.04720325,-0.0059654186,0.029078547,0.0,0.0
0.05479412,1.4562777,0.33409023,-0.07387197,-0.0045118537,0.029074159,0.0,0.0
0.058149625,1.4540154,0.334086,-0.10054073,-0.0030584894,0.029069846,0.0,0.0
0.061505128,1.4511532,0.33408174,-0.12720953,-0.0016053431,0.029065644,0.0,0.0
0.064860724,1.447691,0.33407754,-0.15387839,-0.00015242366,0.029061358,0.0,0.0
0.06821613,1.4436285,0.3340733,-0.18054727,0.0013002948,0.029056972,0.0,0.0
0.071571544,1.4389663,0.3340691,-0.20721622,0.0027528014,0.029052723,0.0,0.0
0.07492695,1.4337039,0.33406493,-0.23388515,0.004205087,0.029048383,0.0,0.0
0.07828226,1.4278414,0.3340608,-0.2605542,0.005657168,0.029044464,0.0,0.0
0.08163748,1.4213791,0.33405662,-0.28722325,0.0071090567,0.029040214,0.0,0.0
0.08499269,1.4143168,0.33405247,-0.3138924,0.008560745,0.029036462,0.0,0.0
0.088348106,1.4066328,0.3340587,-0.34151533,0.010012247,0.02903026,0.0,0.0
0.091703415,1.398349,0.3340587,-0.36818218,0.011463768,0.029030299,0.0,0.0
0.095058724,1.3894652,0.3340587,-0.39484903,0.012915271,0.029030208,0.0,0.0
0.09841404,1.3799814,0.3340587,-0.4215159,0.014366785,0.02903017,0.0,0.0
0.10176935,1.3698976,0.3340587,-0.44818276,0.015818277,0.029030185,0.0,0.0
0.10512467,1.359214,0.3340587,-0.47484964,0.01726978,0.029030109,0.0,0.0
0.10848007,1.3479301,0.3340587,-0.5015165,0.01872128,0.029030124,0.0,0.0
